"cond";"prob";"ind";"l_rate";"temperature";"correct";"perseverations";"flexibility"
"0.50.40.1";0.5;85;0.4;0.1;47;4;56
"0.50.40.1";0.5;86;0.4;0.1;34;8;52
"0.50.40.1";0.5;87;0.4;0.1;25;14;46
"0.50.40.1";0.5;88;0.4;0.1;49;3;57
"0.50.40.1";0.5;89;0.4;0.1;53;1;59
"0.50.40.1";0.5;90;0.4;0.1;46;6;54
"0.50.40.1";0.5;91;0.4;0.1;49;3;57
"0.50.40.1";0.5;92;0.4;0.1;44;5;55
"0.50.40.1";0.5;93;0.4;0.1;39;3;57
"0.50.40.1";0.5;94;0.4;0.1;37;5;55
"0.50.40.1";0.5;95;0.4;0.1;33;6;54
"0.50.40.1";0.5;96;0.4;0.1;49;2;58
"0.50.40.1";0.5;97;0.4;0.1;40;7;53
"0.50.40.1";0.5;98;0.4;0.1;26;10;50
"0.50.40.1";0.5;99;0.4;0.1;39;5;55
"0.50.40.1";0.5;100;0.4;0.1;51;2;58
"0.50.50.0125";0.5;1;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;2;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;3;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;4;0.5;0.0125;57;1;59
"0.50.50.0125";0.5;5;0.5;0.0125;59;1;59
"0.50.50.0125";0.5;6;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;7;0.5;0.0125;28;4;56
"0.50.50.0125";0.5;8;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;9;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;10;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;11;0.5;0.0125;59;1;59
"0.50.50.0125";0.5;12;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;13;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;14;0.5;0.0125;49;5;55
"0.50.50.0125";0.5;15;0.5;0.0125;37;5;55
"0.50.50.0125";0.5;16;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;17;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;18;0.5;0.0125;53;0;60
"0.50.50.0125";0.5;19;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;20;0.5;0.0125;57;1;59
"0.50.50.0125";0.5;21;0.5;0.0125;57;1;59
"0.50.50.0125";0.5;22;0.5;0.0125;57;0;60
"0.50.50.0125";0.5;23;0.5;0.0125;42;2;58
"0.50.50.0125";0.5;24;0.5;0.0125;56;0;60
"0.50.50.0125";0.5;25;0.5;0.0125;56;2;58
"0.50.50.0125";0.5;26;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;27;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;28;0.5;0.0125;58;0;60
"0.50.50.0125";0.5;29;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;30;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;31;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;32;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;33;0.5;0.0125;51;2;58
"0.50.50.0125";0.5;34;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;35;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;36;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;37;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;38;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;39;0.5;0.0125;52;6;54
"0.50.50.0125";0.5;40;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;41;0.5;0.0125;58;1;59
"0.50.50.0125";0.5;42;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;43;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;44;0.5;0.0125;58;0;60
"0.50.50.0125";0.5;45;0.5;0.0125;59;1;59
"0.50.50.0125";0.5;46;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;47;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;48;0.5;0.0125;50;1;59
"0.50.50.0125";0.5;49;0.5;0.0125;43;5;55
"0.50.50.0125";0.5;50;0.5;0.0125;48;4;56
"0.50.50.0125";0.5;51;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;52;0.5;0.0125;58;0;60
"0.50.50.0125";0.5;53;0.5;0.0125;56;0;60
"0.50.50.0125";0.5;54;0.5;0.0125;58;0;60
"0.50.50.0125";0.5;55;0.5;0.0125;38;6;54
"0.50.50.0125";0.5;56;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;57;0.5;0.0125;59;1;59
"0.50.50.0125";0.5;58;0.5;0.0125;58;1;59
"0.50.50.0125";0.5;59;0.5;0.0125;45;2;58
"0.50.50.0125";0.5;60;0.5;0.0125;31;6;54
"0.50.50.0125";0.5;61;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;62;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;63;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;64;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;65;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;66;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;67;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;68;0.5;0.0125;49;3;57
"0.50.50.0125";0.5;69;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;70;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;71;0.5;0.0125;59;1;59
"0.50.50.0125";0.5;72;0.5;0.0125;47;4;56
"0.50.50.0125";0.5;73;0.5;0.0125;50;1;59
"0.50.50.0125";0.5;74;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;75;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;76;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;77;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;78;0.5;0.0125;49;2;58
"0.50.50.0125";0.5;79;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;80;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;81;0.5;0.0125;57;1;59
"0.50.50.0125";0.5;82;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;83;0.5;0.0125;57;1;59
"0.50.50.0125";0.5;84;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;85;0.5;0.0125;54;2;58
"0.50.50.0125";0.5;86;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;87;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;88;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;89;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;90;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;91;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;92;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;93;0.5;0.0125;57;0;60
"0.50.50.0125";0.5;94;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;95;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;96;0.5;0.0125;60;0;60
"0.50.50.0125";0.5;97;0.5;0.0125;54;2;58
"0.50.50.0125";0.5;98;0.5;0.0125;57;0;60
"0.50.50.0125";0.5;99;0.5;0.0125;59;0;60
"0.50.50.0125";0.5;100;0.5;0.0125;54;1;59
"0.50.50.025";0.5;1;0.5;0.025;57;0;60
"0.50.50.025";0.5;2;0.5;0.025;57;0;60
"0.50.50.025";0.5;3;0.5;0.025;54;3;57
"0.50.50.025";0.5;4;0.5;0.025;57;2;58
"0.50.50.025";0.5;5;0.5;0.025;40;6;54
"0.50.50.025";0.5;6;0.5;0.025;59;0;60
"0.50.50.025";0.5;7;0.5;0.025;48;5;55
"0.50.50.025";0.5;8;0.5;0.025;59;0;60
"0.50.50.025";0.5;9;0.5;0.025;51;3;57
"0.50.50.025";0.5;10;0.5;0.025;34;7;53
"0.50.50.025";0.5;11;0.5;0.025;59;0;60
"0.50.50.025";0.5;12;0.5;0.025;47;3;57
"0.50.50.025";0.5;13;0.5;0.025;57;2;58
"0.50.50.025";0.5;14;0.5;0.025;59;0;60
"0.50.50.025";0.5;15;0.5;0.025;37;6;54
"0.50.50.025";0.5;16;0.5;0.025;57;2;58
"0.50.50.025";0.5;17;0.5;0.025;32;6;54
"0.50.50.025";0.5;18;0.5;0.025;36;4;56
"0.50.50.025";0.5;19;0.5;0.025;57;1;59
"0.50.50.025";0.5;20;0.5;0.025;57;2;58
"0.50.50.025";0.5;21;0.5;0.025;50;1;59
"0.50.50.025";0.5;22;0.5;0.025;37;4;56
"0.50.50.025";0.5;23;0.5;0.025;59;0;60
"0.50.50.025";0.5;24;0.5;0.025;54;1;59
"0.50.50.025";0.5;25;0.5;0.025;59;0;60
"0.50.50.025";0.5;26;0.5;0.025;32;9;51
"0.50.50.025";0.5;27;0.5;0.025;57;2;58
"0.50.50.025";0.5;28;0.5;0.025;58;0;60
"0.50.50.025";0.5;29;0.5;0.025;55;1;59
"0.50.50.025";0.5;30;0.5;0.025;60;0;60
"0.50.50.025";0.5;31;0.5;0.025;56;1;59
"0.50.50.025";0.5;32;0.5;0.025;53;3;57
"0.50.50.025";0.5;33;0.5;0.025;59;1;59
"0.50.50.025";0.5;34;0.5;0.025;56;1;59
"0.50.50.025";0.5;35;0.5;0.025;56;0;60
"0.50.50.025";0.5;36;0.5;0.025;58;1;59
"0.50.50.025";0.5;37;0.5;0.025;47;5;55
"0.50.50.025";0.5;38;0.5;0.025;45;4;56
"0.50.50.025";0.5;39;0.5;0.025;27;10;50
"0.50.50.025";0.5;40;0.5;0.025;54;1;59
"0.50.50.025";0.5;41;0.5;0.025;60;0;60
"0.50.50.025";0.5;42;0.5;0.025;38;7;53
"0.50.50.025";0.5;43;0.5;0.025;55;3;57
"0.50.50.025";0.5;44;0.5;0.025;36;8;52
"0.50.50.025";0.5;45;0.5;0.025;43;8;52
"0.50.50.025";0.5;46;0.5;0.025;60;0;60
"0.50.50.025";0.5;47;0.5;0.025;30;5;55
"0.50.50.025";0.5;48;0.5;0.025;60;0;60
"0.50.50.025";0.5;49;0.5;0.025;42;4;56
"0.50.50.025";0.5;50;0.5;0.025;59;1;59
"0.50.50.025";0.5;51;0.5;0.025;59;0;60
"0.50.50.025";0.5;52;0.5;0.025;57;1;59
"0.50.50.025";0.5;53;0.5;0.025;59;0;60
"0.50.50.025";0.5;54;0.5;0.025;59;0;60
"0.50.50.025";0.5;55;0.5;0.025;58;1;59
"0.50.50.025";0.5;56;0.5;0.025;52;2;58
"0.50.50.025";0.5;57;0.5;0.025;58;1;59
"0.50.50.025";0.5;58;0.5;0.025;27;6;54
"0.50.50.025";0.5;59;0.5;0.025;47;3;57
"0.50.50.025";0.5;60;0.5;0.025;47;6;54
"0.50.50.025";0.5;61;0.5;0.025;55;1;59
"0.50.50.025";0.5;62;0.5;0.025;53;2;58
"0.50.50.025";0.5;63;0.5;0.025;59;0;60
"0.50.50.025";0.5;64;0.5;0.025;60;0;60
"0.50.50.025";0.5;65;0.5;0.025;60;0;60
"0.50.50.025";0.5;66;0.5;0.025;52;4;56
"0.50.50.025";0.5;67;0.5;0.025;56;0;60
"0.50.50.025";0.5;68;0.5;0.025;52;1;59
"0.50.50.025";0.5;69;0.5;0.025;53;2;58
"0.50.50.025";0.5;70;0.5;0.025;38;6;54
"0.50.50.025";0.5;71;0.5;0.025;57;0;60
"0.50.50.025";0.5;72;0.5;0.025;60;0;60
"0.50.50.025";0.5;73;0.5;0.025;59;0;60
"0.50.50.025";0.5;74;0.5;0.025;42;1;59
"0.50.50.025";0.5;75;0.5;0.025;59;0;60
"0.50.50.025";0.5;76;0.5;0.025;55;3;57
"0.50.50.025";0.5;77;0.5;0.025;52;2;58
"0.50.50.025";0.5;78;0.5;0.025;56;0;60
"0.50.50.025";0.5;79;0.5;0.025;50;1;59
"0.50.50.025";0.5;80;0.5;0.025;60;0;60
"0.50.50.025";0.5;81;0.5;0.025;53;3;57
"0.50.50.025";0.5;82;0.5;0.025;48;0;60
"0.50.50.025";0.5;83;0.5;0.025;44;6;54
"0.50.50.025";0.5;84;0.5;0.025;59;1;59
"0.50.50.025";0.5;85;0.5;0.025;59;0;60
"0.50.50.025";0.5;86;0.5;0.025;40;3;57
"0.50.50.025";0.5;87;0.5;0.025;44;3;57
"0.50.50.025";0.5;88;0.5;0.025;50;2;58
"0.50.50.025";0.5;89;0.5;0.025;56;0;60
"0.50.50.025";0.5;90;0.5;0.025;60;0;60
"0.50.50.025";0.5;91;0.5;0.025;59;0;60
"0.50.50.025";0.5;92;0.5;0.025;43;6;54
"0.50.50.025";0.5;93;0.5;0.025;60;0;60
"0.50.50.025";0.5;94;0.5;0.025;60;0;60
"0.50.50.025";0.5;95;0.5;0.025;51;3;57
"0.50.50.025";0.5;96;0.5;0.025;59;0;60
"0.50.50.025";0.5;97;0.5;0.025;44;3;57
"0.50.50.025";0.5;98;0.5;0.025;23;10;50
"0.50.50.025";0.5;99;0.5;0.025;52;1;59
"0.50.50.025";0.5;100;0.5;0.025;45;3;57
"0.50.50.05";0.5;1;0.5;0.05;44;3;57
"0.50.50.05";0.5;2;0.5;0.05;51;2;58
"0.50.50.05";0.5;3;0.5;0.05;52;3;57
"0.50.50.05";0.5;4;0.5;0.05;54;2;58
"0.50.50.05";0.5;5;0.5;0.05;57;1;59
"0.50.50.05";0.5;6;0.5;0.05;53;5;55
"0.50.50.05";0.5;7;0.5;0.05;52;1;59
"0.50.50.05";0.5;8;0.5;0.05;53;1;59
"0.50.50.05";0.5;9;0.5;0.05;54;4;56
"0.50.50.05";0.5;10;0.5;0.05;59;0;60
"0.50.50.05";0.5;11;0.5;0.05;44;1;59
"0.50.50.05";0.5;12;0.5;0.05;39;4;56
"0.50.50.05";0.5;13;0.5;0.05;57;0;60
"0.50.50.05";0.5;14;0.5;0.05;48;2;58
"0.50.50.05";0.5;15;0.5;0.05;52;1;59
"0.50.50.05";0.5;16;0.5;0.05;51;4;56
"0.50.50.05";0.5;17;0.5;0.05;33;7;53
"0.50.50.05";0.5;18;0.5;0.05;46;5;55
"0.50.50.05";0.5;19;0.5;0.05;57;1;59
"0.50.50.05";0.5;20;0.5;0.05;29;8;52
"0.50.50.05";0.5;21;0.5;0.05;25;10;50
"0.50.50.05";0.5;22;0.5;0.05;46;5;55
"0.50.50.05";0.5;23;0.5;0.05;48;6;54
"0.50.50.05";0.5;24;0.5;0.05;44;3;57
"0.50.50.05";0.5;25;0.5;0.05;49;1;59
"0.50.50.05";0.5;26;0.5;0.05;45;6;54
"0.50.50.05";0.5;27;0.5;0.05;50;2;58
"0.50.50.05";0.5;28;0.5;0.05;41;3;57
"0.50.50.05";0.5;29;0.5;0.05;49;3;57
"0.50.50.05";0.5;30;0.5;0.05;56;1;59
"0.50.50.05";0.5;31;0.5;0.05;38;1;59
"0.50.50.05";0.5;32;0.5;0.05;38;4;56
"0.50.50.05";0.5;33;0.5;0.05;56;1;59
"0.50.50.05";0.5;34;0.5;0.05;52;4;56
"0.50.50.05";0.5;35;0.5;0.05;54;1;59
"0.50.50.05";0.5;36;0.5;0.05;45;5;55
"0.50.50.05";0.5;37;0.5;0.05;36;6;54
"0.50.50.05";0.5;38;0.5;0.05;34;7;53
"0.50.50.05";0.5;39;0.5;0.05;38;5;55
"0.50.50.05";0.5;40;0.5;0.05;38;6;54
"0.50.50.05";0.5;41;0.5;0.05;50;3;57
"0.50.50.05";0.5;42;0.5;0.05;56;1;59
"0.50.50.05";0.5;43;0.5;0.05;33;8;52
"0.50.50.05";0.5;44;0.5;0.05;48;1;59
"0.50.50.05";0.5;45;0.5;0.05;53;2;58
"0.50.50.05";0.5;46;0.5;0.05;43;4;56
"0.50.50.05";0.5;47;0.5;0.05;56;0;60
"0.50.50.05";0.5;48;0.5;0.05;53;2;58
"0.50.50.05";0.5;49;0.5;0.05;47;5;55
"0.50.50.05";0.5;50;0.5;0.05;36;5;55
"0.50.50.05";0.5;51;0.5;0.05;38;4;56
"0.50.50.05";0.5;52;0.5;0.05;34;6;54
"0.50.50.05";0.5;53;0.5;0.05;58;1;59
"0.50.50.05";0.5;54;0.5;0.05;54;1;59
"0.50.50.05";0.5;55;0.5;0.05;52;1;59
"0.50.50.05";0.5;56;0.5;0.05;59;1;59
"0.50.50.05";0.5;57;0.5;0.05;58;0;60
"0.50.50.05";0.5;58;0.5;0.05;57;0;60
"0.50.50.05";0.5;59;0.5;0.05;46;3;57
"0.50.50.05";0.5;60;0.5;0.05;40;7;53
"0.50.50.05";0.5;61;0.5;0.05;40;6;54
"0.50.50.05";0.5;62;0.5;0.05;53;1;59
"0.50.50.05";0.5;63;0.5;0.05;54;1;59
"0.50.50.05";0.5;64;0.5;0.05;55;2;58
"0.50.50.05";0.5;65;0.5;0.05;43;6;54
"0.50.50.05";0.5;66;0.5;0.05;55;0;60
"0.50.50.05";0.5;67;0.5;0.05;57;1;59
"0.50.50.05";0.5;68;0.5;0.05;31;7;53
"0.50.50.05";0.5;69;0.5;0.05;47;3;57
"0.50.50.05";0.5;70;0.5;0.05;32;6;54
"0.50.50.05";0.5;71;0.5;0.05;36;6;54
"0.50.50.05";0.5;72;0.5;0.05;44;6;54
"0.50.50.05";0.5;73;0.5;0.05;59;1;59
"0.50.50.05";0.5;74;0.5;0.05;59;0;60
"0.50.50.05";0.5;75;0.5;0.05;29;9;51
"0.50.50.05";0.5;76;0.5;0.05;57;1;59
"0.50.50.05";0.5;77;0.5;0.05;44;3;57
"0.50.50.05";0.5;78;0.5;0.05;56;0;60
"0.50.50.05";0.5;79;0.5;0.05;53;2;58
"0.50.50.05";0.5;80;0.5;0.05;54;2;58
"0.50.50.05";0.5;81;0.5;0.05;51;3;57
"0.50.50.05";0.5;82;0.5;0.05;49;1;59
"0.50.50.05";0.5;83;0.5;0.05;41;2;58
"0.50.50.05";0.5;84;0.5;0.05;57;0;60
"0.50.50.05";0.5;85;0.5;0.05;44;5;55
"0.50.50.05";0.5;86;0.5;0.05;45;4;56
"0.50.50.05";0.5;87;0.5;0.05;27;8;52
"0.50.50.05";0.5;88;0.5;0.05;54;2;58
"0.50.50.05";0.5;89;0.5;0.05;58;1;59
"0.50.50.05";0.5;90;0.5;0.05;47;2;58
"0.50.50.05";0.5;91;0.5;0.05;35;7;53
"0.50.50.05";0.5;92;0.5;0.05;37;4;56
"0.50.50.05";0.5;93;0.5;0.05;17;7;53
"0.50.50.05";0.5;94;0.5;0.05;53;1;59
"0.50.50.05";0.5;95;0.5;0.05;50;2;58
"0.50.50.05";0.5;96;0.5;0.05;49;3;57
"0.50.50.05";0.5;97;0.5;0.05;54;3;57
"0.50.50.05";0.5;98;0.5;0.05;56;3;57
"0.50.50.05";0.5;99;0.5;0.05;51;3;57
"0.50.50.05";0.5;100;0.5;0.05;53;3;57
"0.50.50.1";0.5;1;0.5;0.1;21;5;55
"0.50.50.1";0.5;2;0.5;0.1;50;0;60
"0.50.50.1";0.5;3;0.5;0.1;37;4;56
"0.50.50.1";0.5;4;0.5;0.1;30;4;56
"0.50.50.1";0.5;5;0.5;0.1;38;3;57
"0.50.50.1";0.5;6;0.5;0.1;21;8;52
"0.50.50.1";0.5;7;0.5;0.1;45;1;59
"0.50.50.1";0.5;8;0.5;0.1;50;2;58
"0.50.50.1";0.5;9;0.5;0.1;49;3;57
"0.50.50.1";0.5;10;0.5;0.1;43;5;55
"0.50.50.1";0.5;11;0.5;0.1;49;3;57
"0.50.50.1";0.5;12;0.5;0.1;33;10;50
"0.50.50.1";0.5;13;0.5;0.1;42;3;57
"0.50.50.1";0.5;14;0.5;0.1;33;6;54
"0.50.50.1";0.5;15;0.5;0.1;39;4;56
"0.50.50.1";0.5;16;0.5;0.1;43;4;56
"0.50.50.1";0.5;17;0.5;0.1;45;2;58
"0.50.50.1";0.5;18;0.5;0.1;34;6;54
"0.50.50.1";0.5;19;0.5;0.1;29;8;52
"0.50.50.1";0.5;20;0.5;0.1;42;5;55
"0.50.50.1";0.5;21;0.5;0.1;40;6;54
"0.50.50.1";0.5;22;0.5;0.1;45;7;53
"0.50.50.1";0.5;23;0.5;0.1;27;9;51
"0.50.50.1";0.5;24;0.5;0.1;48;3;57
"0.50.50.1";0.5;25;0.5;0.1;51;2;58
"0.50.50.1";0.5;26;0.5;0.1;33;3;57
"0.50.50.1";0.5;27;0.5;0.1;36;3;57
"0.50.50.1";0.5;28;0.5;0.1;24;11;49
"0.50.50.1";0.5;29;0.5;0.1;45;2;58
"0.50.50.1";0.5;30;0.5;0.1;32;6;54
"0.50.50.1";0.5;31;0.5;0.1;21;11;49
"0.50.50.1";0.5;32;0.5;0.1;31;4;56
"0.50.50.1";0.5;33;0.5;0.1;42;5;55
"0.50.50.1";0.5;34;0.5;0.1;40;3;57
"0.50.50.1";0.5;35;0.5;0.1;40;7;53
"0.50.50.1";0.5;36;0.5;0.1;53;0;60
"0.50.50.1";0.5;37;0.5;0.1;40;4;56
"0.50.50.1";0.5;38;0.5;0.1;28;10;50
"0.50.50.1";0.5;39;0.5;0.1;49;2;58
"0.50.50.1";0.5;40;0.5;0.1;39;3;57
"0.50.50.1";0.5;41;0.5;0.1;47;4;56
"0.50.50.1";0.5;42;0.5;0.1;44;6;54
"0.50.50.1";0.5;43;0.5;0.1;43;4;56
"0.50.50.1";0.5;44;0.5;0.1;49;4;56
"0.50.50.1";0.5;45;0.5;0.1;52;2;58
"0.50.50.1";0.5;46;0.5;0.1;26;8;52
"0.50.50.1";0.5;47;0.5;0.1;38;7;53
"0.50.50.1";0.5;48;0.5;0.1;50;6;54
"0.50.50.1";0.5;49;0.5;0.1;44;4;56
"0.50.50.1";0.5;50;0.5;0.1;27;3;57
"0.50.50.1";0.5;51;0.5;0.1;47;5;55
"0.50.50.1";0.5;52;0.5;0.1;37;6;54
"0.50.50.1";0.5;53;0.5;0.1;30;6;54
"0.50.50.1";0.5;54;0.5;0.1;41;10;50
"0.50.50.1";0.5;55;0.5;0.1;42;5;55
"0.50.50.1";0.5;56;0.5;0.1;45;5;55
"0.50.50.1";0.5;57;0.5;0.1;39;5;55
"0.50.50.1";0.5;58;0.5;0.1;34;9;51
"0.50.50.1";0.5;59;0.5;0.1;44;5;55
"0.50.50.1";0.5;60;0.5;0.1;50;2;58
"0.50.50.1";0.5;61;0.5;0.1;48;4;56
"0.50.50.1";0.5;62;0.5;0.1;36;8;52
"0.50.50.1";0.5;63;0.5;0.1;34;7;53
"0.50.50.1";0.5;64;0.5;0.1;34;5;55
"0.50.50.1";0.5;65;0.5;0.1;39;2;58
"0.50.50.1";0.5;66;0.5;0.1;36;2;58
"0.50.50.1";0.5;67;0.5;0.1;43;3;57
"0.50.50.1";0.5;68;0.5;0.1;49;4;56
"0.50.50.1";0.5;69;0.5;0.1;36;5;55
"0.50.50.1";0.5;70;0.5;0.1;40;6;54
"0.50.50.1";0.5;71;0.5;0.1;44;2;58
"0.50.50.1";0.5;72;0.5;0.1;38;6;54
"0.50.50.1";0.5;73;0.5;0.1;29;6;54
"0.50.50.1";0.5;74;0.5;0.1;29;12;48
"0.50.50.1";0.5;75;0.5;0.1;36;7;53
"0.50.50.1";0.5;76;0.5;0.1;36;6;54
"0.50.50.1";0.5;77;0.5;0.1;41;3;57
"0.50.50.1";0.5;78;0.5;0.1;52;5;55
"0.50.50.1";0.5;79;0.5;0.1;40;5;55
"0.50.50.1";0.5;80;0.5;0.1;29;10;50
"0.50.50.1";0.5;81;0.5;0.1;42;6;54
"0.50.50.1";0.5;82;0.5;0.1;37;5;55
"0.50.50.1";0.5;83;0.5;0.1;36;4;56
"0.50.50.1";0.5;84;0.5;0.1;40;2;58
"0.50.50.1";0.5;85;0.5;0.1;38;7;53
"0.50.50.1";0.5;86;0.5;0.1;42;4;56
"0.50.50.1";0.5;87;0.5;0.1;36;5;55
"0.50.50.1";0.5;88;0.5;0.1;44;2;58
"0.50.50.1";0.5;89;0.5;0.1;45;4;56
"0.50.50.1";0.5;90;0.5;0.1;31;11;49
"0.50.50.1";0.5;91;0.5;0.1;42;3;57
"0.50.50.1";0.5;92;0.5;0.1;38;8;52
"0.50.50.1";0.5;93;0.5;0.1;44;4;56
"0.50.50.1";0.5;94;0.5;0.1;47;5;55
"0.50.50.1";0.5;95;0.5;0.1;44;5;55
"0.50.50.1";0.5;96;0.5;0.1;47;4;56
"0.50.50.1";0.5;97;0.5;0.1;43;3;57
"0.50.50.1";0.5;98;0.5;0.1;39;8;52
"0.50.50.1";0.5;99;0.5;0.1;51;3;57
"0.50.50.1";0.5;100;0.5;0.1;26;8;52
